,Ano,ID Eleccion,ID Region,Region,Territorio,Candidato,Sexo,Edad,ID Partido,Partido
999,2013,consejeros regionales,5.0,de valparaiso,valparaiso 2,zamora bravo bernardo carlos,hombre,42,ind,independiente
1000,2013,consejeros regionales,5.0,de valparaiso,valparaiso 2,zuniga zuniga yuri,hombre,51,ind,independiente
1001,2013,consejeros regionales,5.0,de valparaiso,valparaiso 2,espinoza pozo dann alejandro,hombre,27,ind,independiente
1002,2013,consejeros regionales,5.0,de valparaiso,valparaiso 2,villalon gutierrez benito,hombre,22,ind,independiente
1003,2013,consejeros regionales,5.0,de valparaiso,valparaiso 2,bustos bustos jorge,hombre,57,ph,partido humanista
1004,2013,consejeros regionales,5.0,de valparaiso,valparaiso 2,gonzalez tapia jaime,hombre,53,ph,partido humanista
1005,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,gonzalez torres gabriel,hombre,64,rn,renovacion nacional
1006,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,orueta bustos emiliano,hombre,37,rn,renovacion nacional
1007,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,garcia huidobro sanfuentes felipe,hombre,59,udi,union democrata independiente
1008,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,masferrer vidal juan,hombre,33,udi,union democrata independiente
1009,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,romero espinoza juan eduardo,hombre,37,pdc,partido democrata cristiano
1011,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,barrera bernal manuel,hombre,45,ps,partido socialista de chile
1012,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,pallamar azua pablo,hombre,66,ps,partido socialista de chile
1013,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,nunez bustamante rodolfo arturo,hombre,36,pcch,partido comunista de chile
1014,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,sepulveda aedo ulises alberto,hombre,51,pcch,partido comunista de chile
1015,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,acuna muga guillermo leonel,hombre,49,ppd,partido por la democracia
1016,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,villalobos cartes cecilia,mujer,57,ppd,partido por la democracia
1017,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,arellano reyes pedro antonio,hombre,59,ind,independiente
1018,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,hernandez luengo hugo,hombre,53,ind,independiente
1019,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,rodriguez abarca nelson,hombre,47,ind,independiente
1021,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,cerda bravo claudio esteban,hombre,41,ind,independiente
1022,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,rojas aguilera polinardo,hombre,59,pp,partido progresista
1023,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,rojas sepulveda pablo ignacio,hombre,22,pp,partido progresista
1024,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,abud flores viviana,mujer,31,ind,independiente
1025,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,galdames flores cristian,hombre,42,ind,independiente
1026,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 1,molina yanez miguel angel,hombre,56,ind,independiente
1028,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,barros goycoolea joaquin,hombre,55,rn,renovacion nacional
1029,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,olivares gribbell johanna,mujer,43,rn,renovacion nacional
1030,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,valenzuela sandoval hector rodrigo,hombre,55,rn,renovacion nacional
1031,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,bauer jouanne eugenio,hombre,66,udi,union democrata independiente
1033,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,troncoso hellman virginia eugenia,mujer,62,udi,union democrata independiente
1035,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,diaz burgos pablo,hombre,53,pdc,partido democrata cristiano
1036,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,lorca saavedra andres,hombre,42,pdc,partido democrata cristiano
1037,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,galvez palma mario,hombre,46,ind,independiente
1039,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,gonzalez cabrera gonzalo alejandro,hombre,55,ps,partido socialista de chile
1040,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,soto gutierrez cristian alexis,hombre,45,pcch,partido comunista de chile
1041,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,parraguez leiva francisco alejandro,hombre,34,ind,independiente
1042,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,zamorano peralta fernando,hombre,26,ind,independiente
1043,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,diaz solis luis enrique,hombre,71,ppd,partido por la democracia
1044,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,leal parra daniel elias,hombre,46,prs,partido radical socialdemocrata
1045,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,verdugo valenzuela fernando,hombre,42,prs,partido radical socialdemocrata
1046,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,gallardo maulen emiliano,hombre,48,ind,independiente
1047,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,pena bruce jorge,hombre,54,ind,independiente
1051,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,morales morales cristian andres,hombre,43,ind,independiente
1052,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,aceituno aceituno joceline,mujer,33,pp,partido progresista
1053,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,livingston bianchi duncan,hombre,76,pp,partido progresista
1054,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,rios poblete jose luis,hombre,39,pp,partido progresista
1055,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,urbina campos filomena,mujer,49,pp,partido progresista
1056,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,gonzalez carrasco rodrigo,hombre,48,ind,independiente
1057,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cachapoal 2,vivar cruz ivan,hombre,56,ind,independiente
1058,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cardenal caro,rojas vives fernando,hombre,54,rn,renovacion nacional
1059,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cardenal caro,rubio mori gustavo,hombre,41,ind,independiente
1060,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cardenal caro,cornejo ceron jose bernardo,hombre,45,pdc,partido democrata cristiano
1061,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cardenal caro,ramirez tapia veronica,mujer,49,ps,partido socialista de chile
1062,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cardenal caro,mejias gallegos marlene,mujer,68,ind,independiente
1063,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,cardenal caro,strahovsky villagran patricio,hombre,62,pp,partido progresista
1064,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,cornejo perez gerardo,hombre,51,ind,independiente
1065,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,morales maldonado carla,mujer,36,rn,renovacion nacional
1066,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,donoso arellano mauricio,hombre,51,ind,independiente
1067,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,valderrama calvo gustavo,hombre,68,udi,union democrata independiente
1068,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,arratia valdebenito rafael,hombre,67,pdc,partido democrata cristiano
1069,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,larenas caro pablo,hombre,54,pdc,partido democrata cristiano
1070,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,cucumides litin cristo,hombre,63,ps,partido socialista de chile
1071,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,diaz munoz washington,hombre,35,ps,partido socialista de chile
1072,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,flores penaloza luis,hombre,52,pcch,partido comunista de chile
1073,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,sanchez pino leandro andres,hombre,49,ppd,partido por la democracia
1074,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,marchant salinas cristina ivonne,mujer,45,ind,independiente
1075,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,rojas acosta roberto hernan,hombre,54,prs,partido radical socialdemocrata
1076,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,castro galvez natalia,mujer,47,ind,independiente
1079,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,brito galaz luis orlando,hombre,41,pp,partido progresista
1080,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,diaz gonzalez vicente,hombre,52,pp,partido progresista
1081,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,jorquera perez gabriel,hombre,47,pp,partido progresista
1082,2013,consejeros regionales,6.0,del libertador general bernardo o'higgins,colchagua,polidori venegas washington,hombre,41,pp,partido progresista
1083,2013,consejeros regionales,7.0,del maule,cauquenes,perez tapia ricardo,hombre,61,rn,renovacion nacional
1084,2013,consejeros regionales,7.0,del maule,cauquenes,garcia gonzalez guillermo daniel,hombre,57,udi,union democrata independiente
1085,2013,consejeros regionales,7.0,del maule,cauquenes,perez donoso maria del carmen,mujer,57,pdc,partido democrata cristiano
1086,2013,consejeros regionales,7.0,del maule,cauquenes,herrera rosales alejandro,hombre,37,ind,independiente
1087,2013,consejeros regionales,7.0,del maule,cauquenes,lucero trivino natalia lorena,mujer,36,pcch,partido comunista de chile
1088,2013,consejeros regionales,7.0,del maule,curico,bordachar sotomayor george,hombre,55,rn,renovacion nacional
1089,2013,consejeros regionales,7.0,del maule,curico,limardo ramirez miguel angel,hombre,54,rn,renovacion nacional
1090,2013,consejeros regionales,7.0,del maule,curico,garces ureta isabel margarita,mujer,59,udi,union democrata independiente
1091,2013,consejeros regionales,7.0,del maule,curico,rey martinez hugo,hombre,39,udi,union democrata independiente
1093,2013,consejeros regionales,7.0,del maule,curico,bravo santelices ernesto,hombre,55,pdc,partido democrata cristiano
1094,2013,consejeros regionales,7.0,del maule,curico,tapia martinez boris,hombre,72,pdc,partido democrata cristiano
1095,2013,consejeros regionales,7.0,del maule,curico,duran reyes boris,hombre,36,ps,partido socialista de chile
1096,2013,consejeros regionales,7.0,del maule,curico,martinez hernandez angelica,mujer,61,ps,partido socialista de chile
1097,2013,consejeros regionales,7.0,del maule,curico,ramirez pacheco mario,hombre,35,ps,partido socialista de chile
1098,2013,consejeros regionales,7.0,del maule,curico,pulgar diaz wladimir osvaldo,hombre,71,pcch,partido comunista de chile
1099,2013,consejeros regionales,7.0,del maule,curico,amestica gaete manuel,hombre,51,ppd,partido por la democracia
1100,2013,consejeros regionales,7.0,del maule,curico,gaete araos hugo,hombre,58,ppd,partido por la democracia
1101,2013,consejeros regionales,7.0,del maule,curico,fuenzalida pezzi carlos,hombre,54,ind,independiente
1102,2013,consejeros regionales,7.0,del maule,curico,norambuena matus juan enrique,hombre,48,prs,partido radical socialdemocrata
1103,2013,consejeros regionales,7.0,del maule,curico,cervela toledo jose ivan,hombre,51,ind,independiente
1104,2013,consejeros regionales,7.0,del maule,curico,munoz montoya pablo,hombre,44,ind,independiente
1107,2013,consejeros regionales,7.0,del maule,curico,burotto morales lander,hombre,41,ind,independiente
1109,2013,consejeros regionales,7.0,del maule,curico,vicent toledo ismael andres,hombre,43,ind,independiente
1110,2013,consejeros regionales,7.0,del maule,curico,arellano navarro lorena,mujer,37,pp,partido progresista
1111,2013,consejeros regionales,7.0,del maule,linares,duran ramirez francisco,hombre,29,rn,renovacion nacional
1112,2013,consejeros regionales,7.0,del maule,linares,labra ballesta guillermo antonio,hombre,53,rn,renovacion nacional
1113,2013,consejeros regionales,7.0,del maule,linares,parham mucarquer cecilia,mujer,59,rn,renovacion nacional
1116,2013,consejeros regionales,7.0,del maule,linares,villalba labbe tomas,hombre,71,udi,union democrata independiente
1117,2013,consejeros regionales,7.0,del maule,linares,williams fuentes cesar osvaldo,hombre,68,ind,independiente
1118,2013,consejeros regionales,7.0,del maule,linares,ayala munoz carmen,mujer,63,pdc,partido democrata cristiano
1119,2013,consejeros regionales,7.0,del maule,linares,gutierrez pareja pablo,hombre,42,pdc,partido democrata cristiano
1120,2013,consejeros regionales,7.0,del maule,linares,beltran navarrete jorge,hombre,41,ps,partido socialista de chile
1122,2013,consejeros regionales,7.0,del maule,linares,pavez orellana eduardo,hombre,45,pcch,partido comunista de chile
1123,2013,consejeros regionales,7.0,del maule,linares,sepulveda alarcon pedro,hombre,72,ind,independiente
1124,2013,consejeros regionales,7.0,del maule,linares,gajardo yanez carlos,hombre,32,ppd,partido por la democracia
1125,2013,consejeros regionales,7.0,del maule,linares,bascunan pena francisca,mujer,36,prs,partido radical socialdemocrata
1126,2013,consejeros regionales,7.0,del maule,linares,hernandez barros christian humberto,hombre,41,prs,partido radical socialdemocrata
1127,2013,consejeros regionales,7.0,del maule,linares,sanchez munoz fidel aniceto,hombre,52,ind,independiente
1128,2013,consejeros regionales,7.0,del maule,linares,espinoza lara nestor,hombre,42,ind,independiente
1129,2013,consejeros regionales,7.0,del maule,linares,pena i lillo contreras raquel francisca,mujer,55,ind,independiente
1130,2013,consejeros regionales,7.0,del maule,talca,silva marchant rodrigo alejandro,hombre,46,ind,independiente
1131,2013,consejeros regionales,7.0,del maule,talca,coloma castro rodrigo fernando,hombre,39,rn,renovacion nacional
1133,2013,consejeros regionales,7.0,del maule,talca,villalobos munoz ramon,hombre,48,rn,renovacion nacional
1134,2013,consejeros regionales,7.0,del maule,talca,bravo rodriguez pablo,hombre,43,udi,union democrata independiente
1135,2013,consejeros regionales,7.0,del maule,talca,munoz vergara cesar,hombre,58,udi,union democrata independiente
1136,2013,consejeros regionales,7.0,del maule,talca,prieto lorca pablo,hombre,54,udi,union democrata independiente
1137,2013,consejeros regionales,7.0,del maule,talca,castiglione castillo julio,hombre,41,ind,independiente
1138,2013,consejeros regionales,7.0,del maule,talca,perez leiva alfredo,hombre,61,ind,independiente
1139,2013,consejeros regionales,7.0,del maule,talca,urrutia concha roberto,hombre,64,ind,independiente
1140,2013,consejeros regionales,7.0,del maule,talca,oses castro ivonne,mujer,51,pdc,partido democrata cristiano
1141,2013,consejeros regionales,7.0,del maule,talca,herrera blanco patricio,hombre,66,ps,partido socialista de chile
1143,2013,consejeros regionales,7.0,del maule,talca,soto gutierrez carlos,hombre,58,ps,partido socialista de chile
1144,2013,consejeros regionales,7.0,del maule,talca,rojas rojas gabriel,hombre,28,ind,independiente
1145,2013,consejeros regionales,7.0,del maule,talca,zuniga diaz carlos,hombre,62,pcch,partido comunista de chile
1146,2013,consejeros regionales,7.0,del maule,talca,vega gutierrez oscar,hombre,48,ind,independiente
1147,2013,consejeros regionales,7.0,del maule,talca,caro vera liliana andrea,mujer,38,ppd,partido por la democracia
1149,2013,consejeros regionales,7.0,del maule,talca,flores torres daniel antonio,hombre,44,prs,partido radical socialdemocrata
1150,2013,consejeros regionales,7.0,del maule,talca,sepulveda soto alexis,hombre,43,prs,partido radical socialdemocrata
1151,2013,consejeros regionales,7.0,del maule,talca,gonzalez escobar oscar alex,hombre,46,ind,independiente
1152,2013,consejeros regionales,7.0,del maule,talca,marchant reyes juan carlos,hombre,55,ind,independiente
1153,2013,consejeros regionales,7.0,del maule,talca,valdes vasquez juan carlos,hombre,59,ind,independiente
1158,2013,consejeros regionales,7.0,del maule,talca,guerrero toledo yassira francisca,mujer,22,ind,independiente
1159,2013,consejeros regionales,7.0,del maule,talca,gutierrez silva maria cristina,mujer,58,ind,independiente
1160,2013,consejeros regionales,7.0,del maule,talca,nunez rebolledo patricio francisco,hombre,33,ind,independiente
1161,2013,consejeros regionales,7.0,del maule,talca,vera carrasco pedro agustin,hombre,33,ind,independiente
1162,2013,consejeros regionales,7.0,del maule,talca,arevalo parada roden,hombre,44,ind,independiente
1163,2013,consejeros regionales,7.0,del maule,talca,hermosilla arevalo salvador,hombre,65,ind,independiente
1164,2013,consejeros regionales,8.0,del biobio,arauco,radonich barra jorge,hombre,61,rn,renovacion nacional
1165,2013,consejeros regionales,8.0,del biobio,arauco,aguayo lacoste luis,hombre,42,udi,union democrata independiente
1166,2013,consejeros regionales,8.0,del biobio,arauco,weisse novoa flor,mujer,53,udi,union democrata independiente
1167,2013,consejeros regionales,8.0,del biobio,arauco,flores munoz irene,mujer,53,pev,partido ecologista verde
1168,2013,consejeros regionales,8.0,del biobio,arauco,benitez silva ahimalec,hombre,47,pdc,partido democrata cristiano
1170,2013,consejeros regionales,8.0,del biobio,arauco,valenzuela alvarez victor,hombre,54,ps,partido socialista de chile
1171,2013,consejeros regionales,8.0,del biobio,arauco,carvajal castro carlos,hombre,32,pcch,partido comunista de chile
1172,2013,consejeros regionales,8.0,del biobio,arauco,melita vinett lautaro,hombre,58,ind,independiente
1173,2013,consejeros regionales,8.0,del biobio,arauco,lobos urquiza enrique,hombre,53,prs,partido radical socialdemocrata
1174,2013,consejeros regionales,8.0,del biobio,arauco,alarcon jerez alvaro alonso,hombre,38,ind,independiente
1175,2013,consejeros regionales,8.0,del biobio,arauco,molina barra aldo,hombre,37,ind,independiente
1176,2013,consejeros regionales,8.0,del biobio,arauco,campos cisterna jonny alejandro,hombre,42,ind,independiente
1178,2013,consejeros regionales,8.0,del biobio,biobio,fica toledo vladimir,hombre,51,ind,independiente
1179,2013,consejeros regionales,8.0,del biobio,biobio,badilla cofre patricio,hombre,47,rn,renovacion nacional
1180,2013,consejeros regionales,8.0,del biobio,biobio,lopez faris jorge,hombre,41,rn,renovacion nacional
1181,2013,consejeros regionales,8.0,del biobio,biobio,borgono bustos eduardo,hombre,61,udi,union democrata independiente
1182,2013,consejeros regionales,8.0,del biobio,biobio,jara delgado francisco,hombre,56,udi,union democrata independiente
1183,2013,consejeros regionales,8.0,del biobio,biobio,pinilla valencia patricio,hombre,44,pdc,partido democrata cristiano
1184,2013,consejeros regionales,8.0,del biobio,biobio,ruiz-esquide figueroa mariano,hombre,54,pdc,partido democrata cristiano
1185,2013,consejeros regionales,8.0,del biobio,biobio,briones erices rolando,hombre,59,ps,partido socialista de chile
1186,2013,consejeros regionales,8.0,del biobio,biobio,morales burgos mario,hombre,59,ps,partido socialista de chile
1188,2013,consejeros regionales,8.0,del biobio,biobio,henriquez zuniga claudio,hombre,46,pcch,partido comunista de chile
1189,2013,consejeros regionales,8.0,del biobio,biobio,cuevas fuentealba daniel,hombre,57,ppd,partido por la democracia
1190,2013,consejeros regionales,8.0,del biobio,biobio,aguilar lazcano carlos,hombre,58,prs,partido radical socialdemocrata
1191,2013,consejeros regionales,8.0,del biobio,biobio,belloy merino javier,hombre,48,prs,partido radical socialdemocrata
1193,2013,consejeros regionales,8.0,del biobio,biobio,abuter leon miguel,hombre,52,ind,independiente
1194,2013,consejeros regionales,8.0,del biobio,biobio,albornoz lagos serafin,hombre,62,ind,independiente
1196,2013,consejeros regionales,8.0,del biobio,biobio,pereira vasquez jose,hombre,53,ind,independiente
1197,2013,consejeros regionales,8.0,del biobio,biobio,vasquez munoz fernando humberto,hombre,45,ind,independiente
1198,2013,consejeros regionales,8.0,del biobio,biobio,candia jara luis patricio,hombre,45,ind,independiente
1199,2013,consejeros regionales,8.0,del biobio,biobio,castillo salgado lindana orial,mujer,47,ind,independiente
1200,2013,consejeros regionales,8.0,del biobio,biobio,carrasco del pino carlos ernesto,hombre,72,pp,partido progresista
1201,2013,consejeros regionales,8.0,del biobio,biobio,castillo garay freddy fabian,hombre,45,pp,partido progresista
1203,2013,consejeros regionales,8.0,del biobio,biobio,acuna rivera leonel ivan,hombre,22,ind,independiente
1205,2013,consejeros regionales,8.0,del biobio,concepcion 1,lara chandia patricio,hombre,45,rn,renovacion nacional
1206,2013,consejeros regionales,8.0,del biobio,concepcion 1,torres hermosilla gabriel,hombre,49,rn,renovacion nacional
1207,2013,consejeros regionales,8.0,del biobio,concepcion 1,lavin aliaga mario,hombre,38,ind,independiente
1208,2013,consejeros regionales,8.0,del biobio,concepcion 1,alarcon molina patricio,hombre,57,udi,union democrata independiente
1209,2013,consejeros regionales,8.0,del biobio,concepcion 1,santibanez bastidas luis,hombre,39,udi,union democrata independiente
1210,2013,consejeros regionales,8.0,del biobio,concepcion 1,gonzalez catalan dyana,mujer,31,ind,independiente
1211,2013,consejeros regionales,8.0,del biobio,concepcion 1,bustos mellado jorge andres,hombre,24,pev,partido ecologista verde
1212,2013,consejeros regionales,8.0,del biobio,concepcion 1,rebolledo flores raquel,mujer,32,pev,partido ecologista verde
1213,2013,consejeros regionales,8.0,del biobio,concepcion 1,lopez odgers carlos,hombre,38,ind,independiente
1214,2013,consejeros regionales,8.0,del biobio,concepcion 1,concha saavedra mauricio,hombre,27,igualdad,partido igualdad
1215,2013,consejeros regionales,8.0,del biobio,concepcion 1,henriquez sanzana rene mario,hombre,55,pdc,partido democrata cristiano
1217,2013,consejeros regionales,8.0,del biobio,concepcion 1,vera cid miguel,hombre,56,pdc,partido democrata cristiano
1218,2013,consejeros regionales,8.0,del biobio,concepcion 1,riquelme arellano dimitri,hombre,46,ps,partido socialista de chile
1219,2013,consejeros regionales,8.0,del biobio,concepcion 1,saavedra bustos eduardo,hombre,36,ps,partido socialista de chile
1220,2013,consejeros regionales,8.0,del biobio,concepcion 1,cuevas munoz pablo ignacio,hombre,28,pcch,partido comunista de chile
1221,2013,consejeros regionales,8.0,del biobio,concepcion 1,daroch avendano bernardo,hombre,65,ppd,partido por la democracia
1222,2013,consejeros regionales,8.0,del biobio,concepcion 1,yanez soto alicia,mujer,49,ppd,partido por la democracia
1223,2013,consejeros regionales,8.0,del biobio,concepcion 1,llomparte flores romuald aaron,hombre,38,prs,partido radical socialdemocrata
1224,2013,consejeros regionales,8.0,del biobio,concepcion 1,carrizo poblete belfor adolfo,hombre,24,ind,independiente
1225,2013,consejeros regionales,8.0,del biobio,concepcion 1,hidalgo lavanderos jessica,mujer,33,ind,independiente
1226,2013,consejeros regionales,8.0,del biobio,concepcion 1,ramirez lobos elmes,hombre,48,ind,independiente
1227,2013,consejeros regionales,8.0,del biobio,concepcion 1,reyes aynol guznara,mujer,52,ind,independiente
1229,2013,consejeros regionales,8.0,del biobio,concepcion 1,rozas gajardo rodrigo alejandro,hombre,35,pp,partido progresista
1230,2013,consejeros regionales,8.0,del biobio,concepcion 1,vasquez astudillo julia nayade,mujer,54,pp,partido progresista
1231,2013,consejeros regionales,8.0,del biobio,concepcion 1,mahnke contreras ricardo,hombre,52,ind,independiente
1232,2013,consejeros regionales,8.0,del biobio,concepcion 1,beltran silva patricia,mujer,51,ph,partido humanista
1233,2013,consejeros regionales,8.0,del biobio,concepcion 2,eguiluz rodriguez claudio,hombre,55,rn,renovacion nacional
1234,2013,consejeros regionales,8.0,del biobio,concepcion 2,lynch gaete patricio,hombre,72,rn,renovacion nacional
1235,2013,consejeros regionales,8.0,del biobio,concepcion 2,montero cartes juan marcelo,hombre,42,rn,renovacion nacional
1236,2013,consejeros regionales,8.0,del biobio,concepcion 2,armstrong soto emilio,hombre,34,udi,union democrata independiente
1237,2013,consejeros regionales,8.0,del biobio,concepcion 2,arteaga reyes claudio,hombre,68,udi,union democrata independiente
1238,2013,consejeros regionales,8.0,del biobio,concepcion 2,pazols melgarejo jose miguel,hombre,46,ind,independiente
1239,2013,consejeros regionales,8.0,del biobio,concepcion 2,belmar rodriguez alfonso javier,hombre,45,pev,partido ecologista verde
1240,2013,consejeros regionales,8.0,del biobio,concepcion 2,san martin bravo alejandro,hombre,36,pev,partido ecologista verde
1241,2013,consejeros regionales,8.0,del biobio,concepcion 2,delgado hormazabal gabriel,hombre,34,ind,independiente
1242,2013,consejeros regionales,8.0,del biobio,concepcion 2,chamorro aviles sergio,hombre,27,igualdad,partido igualdad
1244,2013,consejeros regionales,8.0,del biobio,concepcion 2,munoz munoz eduardo,hombre,45,pdc,partido democrata cristiano
1245,2013,consejeros regionales,8.0,del biobio,concepcion 2,cautivo baltierra hugo,hombre,49,ps,partido socialista de chile
1246,2013,consejeros regionales,8.0,del biobio,concepcion 2,fernandez plummer luis,hombre,57,ps,partido socialista de chile
1248,2013,consejeros regionales,8.0,del biobio,concepcion 2,quintana miranda ivan,hombre,77,pcch,partido comunista de chile
1250,2013,consejeros regionales,8.0,del biobio,concepcion 2,ruz moncado guillermo,hombre,39,ind,independiente
1251,2013,consejeros regionales,8.0,del biobio,concepcion 2,gutierrez morales oscar,hombre,42,ppd,partido por la democracia
1252,2013,consejeros regionales,8.0,del biobio,concepcion 2,trostel provoste ricardo,hombre,23,prs,partido radical socialdemocrata
1253,2013,consejeros regionales,8.0,del biobio,concepcion 2,aguayo rivas luis,hombre,56,ind,independiente
1254,2013,consejeros regionales,8.0,del biobio,concepcion 2,godoy lobos juan arturo,hombre,41,ind,independiente
1255,2013,consejeros regionales,8.0,del biobio,concepcion 2,riquelme figueroa escequiel,hombre,51,ind,independiente
1256,2013,consejeros regionales,8.0,del biobio,concepcion 2,troncoso enriquez veronica,mujer,52,ind,independiente
1258,2013,consejeros regionales,8.0,del biobio,concepcion 2,arteaga fuentes ivan,hombre,34,ind,independiente
1259,2013,consejeros regionales,8.0,del biobio,concepcion 2,lara rocha sergio alberto,hombre,51,ind,independiente
1261,2013,consejeros regionales,8.0,del biobio,concepcion 2,constanzo munoz carlos hernan,hombre,53,ind,independiente
1262,2013,consejeros regionales,8.0,del biobio,concepcion 2,pineda polanco adrian,hombre,33,ind,independiente
1263,2013,consejeros regionales,8.0,del biobio,concepcion 2,medina fierro barbara,mujer,25,ph,partido humanista
1264,2013,consejeros regionales,8.0,del biobio,concepcion 2,velasquez palma sandra,mujer,46,ph,partido humanista
1265,2013,consejeros regionales,8.0,del biobio,concepcion 3,aravena selman jaime eduardo,hombre,49,rn,renovacion nacional
1266,2013,consejeros regionales,8.0,del biobio,concepcion 3,parra cuadra octavio,hombre,51,rn,renovacion nacional
1267,2013,consejeros regionales,8.0,del biobio,concepcion 3,fuentes fuentes cristian,hombre,27,ind,independiente
1268,2013,consejeros regionales,8.0,del biobio,concepcion 3,vasquez castillo jaime,hombre,32,ind,independiente
1270,2013,consejeros regionales,8.0,del biobio,concepcion 3,gonzalez gatica felix,hombre,41,pev,partido ecologista verde
1271,2013,consejeros regionales,8.0,del biobio,concepcion 3,saez toledo hilda,mujer,52,igualdad,partido igualdad
1272,2013,consejeros regionales,8.0,del biobio,concepcion 3,valdes araneda sebastian,hombre,32,igualdad,partido igualdad
1273,2013,consejeros regionales,8.0,del biobio,concepcion 3,ferrel martinez oscar,hombre,66,pdc,partido democrata cristiano
1274,2013,consejeros regionales,8.0,del biobio,concepcion 3,salas de la fuente edmundo,hombre,78,pdc,partido democrata cristiano
1275,2013,consejeros regionales,8.0,del biobio,concepcion 3,araya poblete eduardo,hombre,58,ps,partido socialista de chile
