,Ano,ID Eleccion,ID Region,Region,Territorio,Candidato,Sexo,Edad,ID Partido,Partido
2241,2017,diputados,5.0,de valparaiso,distrito no 6,daniel angel verdessi belemmi,hombre,64,pdc,partido democrata cristiano
2242,2017,diputados,5.0,de valparaiso,distrito no 6,waleska jacqueline castillo lopez,mujer,49,pdc,partido democrata cristiano
2243,2017,diputados,5.0,de valparaiso,distrito no 6,ulises  tobar cassi,hombre,45,pdc,partido democrata cristiano
2244,2017,diputados,5.0,de valparaiso,distrito no 6,mario luis fuentes romero,hombre,32,pdc,partido democrata cristiano
2245,2017,diputados,5.0,de valparaiso,distrito no 6,patricio antonio barros viguera,hombre,53,pdc,partido democrata cristiano
2246,2017,diputados,5.0,de valparaiso,distrito no 6,javier maldonado correa,hombre,37,evopoli,evolucion politica
2247,2017,diputados,5.0,de valparaiso,distrito no 6,pablo kast sommerhoff,hombre,44,ind,independiente
2248,2017,diputados,5.0,de valparaiso,distrito no 6,marcela gutierrez garces,mujer,44,ind,independiente
2250,2017,diputados,5.0,de valparaiso,distrito no 6,andres longton herrera,hombre,35,rn,renovacion nacional
2251,2017,diputados,5.0,de valparaiso,distrito no 6,luis pardo sainz,hombre,56,rn,renovacion nacional
2252,2017,diputados,5.0,de valparaiso,distrito no 6,giovanni calderon bassi,hombre,46,udi,union democrata independiente
2253,2017,diputados,5.0,de valparaiso,distrito no 6,erika munoz bravo,mujer,46,udi,union democrata independiente
2254,2017,diputados,5.0,de valparaiso,distrito no 6,gustavo alessandri balmaceda,hombre,56,ind,independiente
2255,2017,diputados,5.0,de valparaiso,distrito no 7,trinidad moran herrera,mujer,38,rn,renovacion nacional
2256,2017,diputados,5.0,de valparaiso,distrito no 7,rosario perez izquierdo,mujer,44,rn,renovacion nacional
2258,2017,diputados,5.0,de valparaiso,distrito no 7,osvaldo  urrutia soto,hombre,65,udi,union democrata independiente
2259,2017,diputados,5.0,de valparaiso,distrito no 7,jorge  castro munoz,hombre,61,udi,union democrata independiente
2260,2017,diputados,5.0,de valparaiso,distrito no 7,annette  rapu zamora,mujer,45,ind,independiente
2261,2017,diputados,5.0,de valparaiso,distrito no 7,pilar soberado nunez,mujer,55,ind,independiente
2262,2017,diputados,5.0,de valparaiso,distrito no 7,ivan roberto rojas ovando,hombre,46,ind,independiente
2263,2017,diputados,5.0,de valparaiso,distrito no 7,myrna sepulveda zamudio,mujer,56,ind,independiente
2264,2017,diputados,5.0,de valparaiso,distrito no 7,victor manuel villalobos soto,hombre,32,pp,partido progresista
2265,2017,diputados,5.0,de valparaiso,distrito no 7,nicola hadwa shahwan,hombre,67,ind,independiente
2266,2017,diputados,5.0,de valparaiso,distrito no 7,nicoll adriana rojas labra,mujer,27,ind,independiente
2267,2017,diputados,5.0,de valparaiso,distrito no 7,marcos antonio montecinos yanez,hombre,32,pp,partido progresista
2268,2017,diputados,5.0,de valparaiso,distrito no 7,jorge  rauld gonzalez,hombre,26,igualdad,partido igualdad
2269,2017,diputados,5.0,de valparaiso,distrito no 7,milko  caracciolo soto,hombre,37,igualdad,partido igualdad
2270,2017,diputados,5.0,de valparaiso,distrito no 7,camila  rojas valderrama,mujer,26,ind,independiente
2271,2017,diputados,5.0,de valparaiso,distrito no 7,jorge  brito hasbun,hombre,27,rd,revolucion democratica
2272,2017,diputados,5.0,de valparaiso,distrito no 7,mabel lucila zuniga valencia,mujer,52,ind,independiente
2274,2017,diputados,5.0,de valparaiso,distrito no 7,juan pablo paonessa barria,hombre,27,ph,partido humanista
2275,2017,diputados,5.0,de valparaiso,distrito no 7,jorge ruben canales gatica,hombre,36,poder,poder
2276,2017,diputados,5.0,de valparaiso,distrito no 7,dann alejandro espinoza pozo,hombre,31,ind,independiente
2277,2017,diputados,5.0,de valparaiso,distrito no 7,alvaro  sanhueza maripangue,hombre,48,amplitud,amplitud
2278,2017,diputados,5.0,de valparaiso,distrito no 7,leonardo  contreras neira,hombre,34,amplitud,amplitud
2279,2017,diputados,5.0,de valparaiso,distrito no 7,carlos horacio vio vicuna,hombre,46,amplitud,amplitud
2280,2017,diputados,5.0,de valparaiso,distrito no 7,jaime roberto espinoza tobar,hombre,44,amplitud,amplitud
2281,2017,diputados,5.0,de valparaiso,distrito no 7,pastora antonieta valderrama vasquez,mujer,51,amplitud,amplitud
2282,2017,diputados,5.0,de valparaiso,distrito no 7,lucas blaset perez,hombre,29,amplitud,amplitud
2283,2017,diputados,5.0,de valparaiso,distrito no 7,rodrigo cuevas benitez,hombre,39,amplitud,amplitud
2284,2017,diputados,5.0,de valparaiso,distrito no 7,crescencio  lopez perez,hombre,75,amplitud,amplitud
2285,2017,diputados,5.0,de valparaiso,distrito no 7,karen  pichunante canseco,mujer,39,amplitud,amplitud
2286,2017,diputados,5.0,de valparaiso,distrito no 7,jorge estay olguin,hombre,33,upa,union patriotica
2287,2017,diputados,5.0,de valparaiso,distrito no 7,jorge renault manriquez,hombre,53,upa,union patriotica
2288,2017,diputados,5.0,de valparaiso,distrito no 7,luis  quijada llancas,hombre,46,upa,union patriotica
2289,2017,diputados,5.0,de valparaiso,distrito no 7,clarisa  rios inostroza,mujer,37,upa,union patriotica
2291,2017,diputados,5.0,de valparaiso,distrito no 7,marcia tapia navia,mujer,46,upa,union patriotica
2292,2017,diputados,5.0,de valparaiso,distrito no 7,ana araya romero,mujer,59,upa,union patriotica
2293,2017,diputados,5.0,de valparaiso,distrito no 7,barbara  gonzalez cid,mujer,24,upa,union patriotica
2294,2017,diputados,5.0,de valparaiso,distrito no 7,juan enrique soto rojas,hombre,39,upa,union patriotica
2295,2017,diputados,5.0,de valparaiso,distrito no 7,rodrigo gonzalez torres,hombre,76,ppd,partido por la democracia
2296,2017,diputados,5.0,de valparaiso,distrito no 7,katherine  araya matus,mujer,36,ppd,partido por la democracia
2297,2017,diputados,5.0,de valparaiso,distrito no 7,mario  soto benavides,hombre,67,ind,independiente
2298,2017,diputados,5.0,de valparaiso,distrito no 7,jorge  coulon larranaga,hombre,69,pcch,partido comunista de chile
2299,2017,diputados,5.0,de valparaiso,distrito no 7,edson  chavez severino,hombre,32,pcch,partido comunista de chile
2300,2017,diputados,5.0,de valparaiso,distrito no 7,ricardo bravo oliva,hombre,53,ps,partido socialista de chile
2301,2017,diputados,5.0,de valparaiso,distrito no 7,marcelo  diaz diaz,hombre,46,ps,partido socialista de chile
2302,2017,diputados,5.0,de valparaiso,distrito no 7,gigliola elina centonzio rossel,mujer,36,prs,partido radical socialdemocrata
2303,2017,diputados,5.0,de valparaiso,distrito no 7,irma del carmen troncoso saavedra,mujer,43,prs,partido radical socialdemocrata
2304,2017,diputados,5.0,de valparaiso,distrito no 7,victor marcelo torres jeldes,hombre,42,pdc,partido democrata cristiano
2305,2017,diputados,5.0,de valparaiso,distrito no 7,mariella valdes avila,mujer,49,pdc,partido democrata cristiano
2307,2017,diputados,5.0,de valparaiso,distrito no 7,jennifer violeta leiva labarca,mujer,41,ind,independiente
2308,2017,diputados,5.0,de valparaiso,distrito no 7,mauricio eduardo lillo cavagnaro,hombre,51,ind,independiente
2309,2017,diputados,5.0,de valparaiso,distrito no 7,rene lues escobar,hombre,54,pdc,partido democrata cristiano
2310,2017,diputados,5.0,de valparaiso,distrito no 7,andres celis montt,hombre,42,rn,renovacion nacional
2311,2017,diputados,5.0,de valparaiso,distrito no 7,jose  egido arriola,hombre,59,rn,renovacion nacional
2312,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,filomena  carmen urbina campos,mujer,53,pp,partido progresista
2313,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,benjamin nelson araneda gonzalez,hombre,64,pp,partido progresista
2314,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,victor hugo camilla reyes,hombre,65,pp,partido progresista
2316,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,cristian alfredo rojas donoso,hombre,42,ind,independiente
2317,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,cristian alejandro palma sanhueza,hombre,55,ind,independiente
2319,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,maria margarita crespo ureta,mujer,46,rd,revolucion democratica
2320,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,joaquin arduengo naredo,hombre,66,ph,partido humanista
2321,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,graciela filomena isla perez,mujer,73,ind,independiente
2322,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,andres alfonso guillermo leal alvarado,hombre,48,ph,partido humanista
2323,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,alfredo valenzuela briceno,hombre,52,frevs,federacion regionalista verde social
2324,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,catherine fieldhouse alarcon,mujer,57,ind,independiente
2325,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,carol hole bell,mujer,45,ind,independiente
2326,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,carlos enrique ortega aedo,hombre,56,ind,independiente
2327,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,guido miranda rojas,hombre,52,upa,union patriotica
2329,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,pablo caroca vasquez,hombre,21,upa,union patriotica
2330,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,mariana concha munoz,mujer,26,upa,union patriotica
2331,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,leslie diaz silva,mujer,54,upa,union patriotica
2332,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,felipe letelier norambuena,hombre,61,ppd,partido por la democracia
2333,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,eduardo javier vergara bolbaran,hombre,38,ppd,partido por la democracia
2334,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,juan luis castro gonzalez,hombre,57,ps,partido socialista de chile
2335,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,oscar  avila mendez,hombre,44,ps,partido socialista de chile
2337,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,francisco alejandro parraguez leiva,hombre,38,pic,partido izquierda ciudadana de chile
2338,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,juan carlos olmos castro,hombre,62,ind,independiente
2339,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,alejandro anselmo sule fernandez,hombre,56,ind,independiente
2340,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,andres lorca saavedra,hombre,46,pdc,partido democrata cristiano
2341,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,jorge  frei toledo,hombre,46,pdc,partido democrata cristiano
2342,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,raul  soto mardones,hombre,29,pdc,partido democrata cristiano
2343,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,javier macaya danus,hombre,39,udi,union democrata independiente
2344,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,paulina orellana auil,mujer,57,ind,independiente
2345,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,issa  kort garriga,hombre,37,udi,union democrata independiente
2346,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,ivonne mangelsdorff galeb,mujer,42,rn,renovacion nacional
2347,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,pamela medina schulz,mujer,48,ind,independiente
2348,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 15,diego schalper sepulveda,hombre,32,ind,independiente
2350,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,jose gregorio argomedo serre,hombre,43,pp,partido progresista
2351,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,ruben eduardo andino maldonado,hombre,65,ph,partido humanista
2352,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,adriana roman tapia,mujer,45,ind,independiente
2353,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,ricardo lisboa henriquez,hombre,47,ph,partido humanista
2354,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,claudio canepa blumenberg,hombre,51,rd,revolucion democratica
2355,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,maria teresa huala molina,mujer,44,ind,independiente
2356,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,alejandra  sepulveda orbenes,mujer,52,frevs,federacion regionalista verde social
2357,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,lisette hedwig bosshard pena,mujer,57,frevs,federacion regionalista verde social
2358,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,victor  bustamante galaz,hombre,58,frevs,federacion regionalista verde social
2359,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,alexandra  diaz munoz,mujer,54,ind,independiente
2360,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,katherine rojas penailillo,mujer,35,upa,union patriotica
2361,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,cosme  mellado pino,hombre,57,prs,partido radical socialdemocrata
2362,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,camilo arturo garcia de la barra,hombre,63,prs,partido radical socialdemocrata
2363,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,morin  contreras concha,mujer,45,ps,partido socialista de chile
2364,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,sergio ariel salazar meza,hombre,52,ps,partido socialista de chile
2365,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,carolina elsa icela cucumides calderon,mujer,41,ppd,partido por la democracia
2366,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,juan carlos latorre carmona,hombre,68,pdc,partido democrata cristiano
2367,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,macarena zapata marmolejo,mujer,24,ind,independiente
2368,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,patricia andrea ibaceta santos,mujer,47,pdc,partido democrata cristiano
2369,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,sebastian llanten morales,hombre,35,pdc,partido democrata cristiano
2370,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,christian andres gonzalez gonzalez,hombre,54,ind,independiente
2371,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,julio  ibarra maldonado,hombre,51,rn,renovacion nacional
2372,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,mauricio boza gonzalez,hombre,36,rn,renovacion nacional
2373,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,ramon  barros montero,hombre,59,udi,union democrata independiente
2374,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,virginia  troncoso hellman,mujer,66,udi,union democrata independiente
2375,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,vanessa  cabello parada,mujer,24,udi,union democrata independiente
2376,2017,diputados,6.0,del libertador general bernardo o'higgins,distrito no 16,samuel flores garrido,hombre,43,ind,independiente
2378,2017,diputados,7.0,del maule,distrito no 17,pamela andrea valenzuela castillo,mujer,37,ind,independiente
2379,2017,diputados,7.0,del maule,distrito no 17,ivonne cecilia san luis gonzalez,mujer,52,ind,independiente
2382,2017,diputados,7.0,del maule,distrito no 17,genaro maldonado palma,hombre,47,pp,partido progresista
2383,2017,diputados,7.0,del maule,distrito no 17,nataly  rojas seguel,mujer,32,rd,revolucion democratica
2384,2017,diputados,7.0,del maule,distrito no 17,valeria  ortega cadena,mujer,31,rd,revolucion democratica
2385,2017,diputados,7.0,del maule,distrito no 17,marcelo  rioseco pais,hombre,46,ph,partido humanista
2386,2017,diputados,7.0,del maule,distrito no 17,ivan  sepulveda sepulveda,hombre,31,ph,partido humanista
2387,2017,diputados,7.0,del maule,distrito no 17,florcita alarcon rojas,hombre,72,ph,partido humanista
2389,2017,diputados,7.0,del maule,distrito no 17,gabriela  torres pincheira,mujer,48,ind,independiente
2391,2017,diputados,7.0,del maule,distrito no 17,juan francisco pulgar castillo,hombre,46,ind,independiente
2392,2017,diputados,7.0,del maule,distrito no 17,carlos ivan munoz araya,hombre,39,ciudadanos,ciudadanos
2393,2017,diputados,7.0,del maule,distrito no 17,lilian tamara unda escalona,mujer,33,ind,independiente
2395,2017,diputados,7.0,del maule,distrito no 17,valeria beatriz fanny arancibia luco,mujer,34,ciudadanos,ciudadanos
2396,2017,diputados,7.0,del maule,distrito no 17,alexis sepulveda soto,hombre,47,prs,partido radical socialdemocrata
2397,2017,diputados,7.0,del maule,distrito no 17,juan enrique norambuena matus,hombre,52,prs,partido radical socialdemocrata
2398,2017,diputados,7.0,del maule,distrito no 17,jorge cespedes pozo,hombre,39,ps,partido socialista de chile
2400,2017,diputados,7.0,del maule,distrito no 17,alejandra suazo duran,mujer,41,ps,partido socialista de chile
2401,2017,diputados,7.0,del maule,distrito no 17,beatriz villena roco,mujer,56,ppd,partido por la democracia
2402,2017,diputados,7.0,del maule,distrito no 17,henry bernard varas concha,hombre,29,ppd,partido por la democracia
2403,2017,diputados,7.0,del maule,distrito no 17,roberto eduardo leon ramirez,hombre,66,pdc,partido democrata cristiano
2404,2017,diputados,7.0,del maule,distrito no 17,pablo lorenzini basso,hombre,68,pdc,partido democrata cristiano
2405,2017,diputados,7.0,del maule,distrito no 17,claudia andrea sanchez soto,mujer,37,pdc,partido democrata cristiano
2406,2017,diputados,7.0,del maule,distrito no 17,graciela torres inostroza,mujer,39,pdc,partido democrata cristiano
2407,2017,diputados,7.0,del maule,distrito no 17,viviana alejandra gulppi rubio,mujer,35,pic,partido izquierda ciudadana de chile
2409,2017,diputados,7.0,del maule,distrito no 17,elena  rojas alvarado,mujer,38,udi,union democrata independiente
2410,2017,diputados,7.0,del maule,distrito no 17,pedro pablo alvarez-salamanca ramirez,hombre,41,udi,union democrata independiente
2411,2017,diputados,7.0,del maule,distrito no 17,german verdugo soto,hombre,69,ind,independiente
2412,2017,diputados,7.0,del maule,distrito no 17,elias vistoso urrutia,hombre,51,evopoli,evolucion politica
2413,2017,diputados,7.0,del maule,distrito no 17,gonzalo  montero viveros,hombre,34,rn,renovacion nacional
2414,2017,diputados,7.0,del maule,distrito no 17,hugo  rey martinez,hombre,43,rn,renovacion nacional
2415,2017,diputados,7.0,del maule,distrito no 17,pablo  prieto lorca,hombre,58,ind,independiente
2416,2017,diputados,7.0,del maule,distrito no 18,lorena arellano navarro,mujer,41,pp,partido progresista
2417,2017,diputados,7.0,del maule,distrito no 18,maria veronica saavedra henriquez,mujer,58,pp,partido progresista
2418,2017,diputados,7.0,del maule,distrito no 18,samuel abelardo jimenez moraga,hombre,65,ind,independiente
2419,2017,diputados,7.0,del maule,distrito no 18,eudaldo hernan gonzalez manriquez,hombre,37,ind,independiente
2420,2017,diputados,7.0,del maule,distrito no 18,alexander mitjaew panasewitsch,hombre,71,ind,independiente
2421,2017,diputados,7.0,del maule,distrito no 18,carlos alberto tilleria gomez,hombre,44,rd,revolucion democratica
2422,2017,diputados,7.0,del maule,distrito no 18,lilian karina cancino henriquez,mujer,32,rd,revolucion democratica
2423,2017,diputados,7.0,del maule,distrito no 18,natalia alejandra villalobos campos,mujer,36,ph,partido humanista
2424,2017,diputados,7.0,del maule,distrito no 18,sergio carvajal cadiz,hombre,61,ph,partido humanista
2425,2017,diputados,7.0,del maule,distrito no 18,paola andrea cabezas zuniga,mujer,36,ind,independiente
2426,2017,diputados,7.0,del maule,distrito no 18,gonzalo eduardo jara espinoza,hombre,28,ciudadanos,ciudadanos
2428,2017,diputados,7.0,del maule,distrito no 18,jaime  naranjo ortiz,hombre,66,ps,partido socialista de chile
2429,2017,diputados,7.0,del maule,distrito no 18,guillermo arturo ceroni fuentes,hombre,71,ppd,partido por la democracia
2430,2017,diputados,7.0,del maule,distrito no 18,maria antonieta rojas gonzalez,mujer,31,ppd,partido por la democracia
2432,2017,diputados,7.0,del maule,distrito no 18,rodolfo  aranda villanueva,hombre,61,ind,independiente
2433,2017,diputados,7.0,del maule,distrito no 18,manuel jose matta aragay,hombre,71,pdc,partido democrata cristiano
2435,2017,diputados,7.0,del maule,distrito no 18,pablo gutierrez pareja,hombre,46,pdc,partido democrata cristiano
2436,2017,diputados,7.0,del maule,distrito no 18,felipe  cisternas sobarzo,hombre,46,rn,renovacion nacional
2437,2017,diputados,7.0,del maule,distrito no 18,alejandra ramirez verdugo,mujer,39,rn,renovacion nacional
2439,2017,diputados,7.0,del maule,distrito no 18,rolando  renteria moller,hombre,49,udi,union democrata independiente
2441,2017,diputados,8.0,del biobio,distrito no 19,richard manuel pincheira aedo,hombre,47,ind,independiente
2442,2017,diputados,8.0,del biobio,distrito no 19,carlos hernan astete alvarez,hombre,65,pp,partido progresista
2443,2017,diputados,8.0,del biobio,distrito no 19,fanny esther araya bahamonde,mujer,46,pp,partido progresista
2444,2017,diputados,8.0,del biobio,distrito no 19,enrique edis jara rivera,hombre,64,igualdad,partido igualdad
2445,2017,diputados,8.0,del biobio,distrito no 19,jose luis guzman fernandez,hombre,67,ind,independiente
2446,2017,diputados,8.0,del biobio,distrito no 19,carolina  monsalves sanhueza,mujer,41,ind,independiente
2447,2017,diputados,8.0,del biobio,distrito no 19,ximena  larenas henriquez,mujer,33,pev,partido ecologista verde
2448,2017,diputados,8.0,del biobio,distrito no 19,jovinessa  mujica martinez,mujer,57,ph,partido humanista
2449,2017,diputados,8.0,del biobio,distrito no 19,rocio guzman magana,mujer,25,amplitud,amplitud
2450,2017,diputados,8.0,del biobio,distrito no 19,hugo guinez mardones,hombre,76,amplitud,amplitud
2451,2017,diputados,8.0,del biobio,distrito no 19,alejandra sepulveda rios,mujer,35,ind,independiente
2452,2017,diputados,8.0,del biobio,distrito no 19,maria jose rubilar escandon,mujer,26,amplitud,amplitud
2453,2017,diputados,8.0,del biobio,distrito no 19,carlos abel jarpa wevar,hombre,72,prs,partido radical socialdemocrata
2454,2017,diputados,8.0,del biobio,distrito no 19,julia  torres matamala,mujer,38,ind,independiente
2455,2017,diputados,8.0,del biobio,distrito no 19,maria loreto carvajal ambiado,mujer,44,ppd,partido por la democracia
2456,2017,diputados,8.0,del biobio,distrito no 19,manuel eduardo bello nunez,hombre,42,ppd,partido por la democracia
2457,2017,diputados,8.0,del biobio,distrito no 19,gina maria hidalgo cancino,mujer,38,ps,partido socialista de chile
2458,2017,diputados,8.0,del biobio,distrito no 19,soledad toha veloso,mujer,52,ps,partido socialista de chile
2459,2017,diputados,8.0,del biobio,distrito no 19,jorge eduardo sabag villalobos,hombre,53,pdc,partido democrata cristiano
2460,2017,diputados,8.0,del biobio,distrito no 19,patricia waleweska saldias carreno,mujer,49,pdc,partido democrata cristiano
2461,2017,diputados,8.0,del biobio,distrito no 19,graciela haydee suarez perez,mujer,72,pdc,partido democrata cristiano
2462,2017,diputados,8.0,del biobio,distrito no 19,marcia isabel wall toro,mujer,59,pdc,partido democrata cristiano
2464,2017,diputados,8.0,del biobio,distrito no 19,margarita letelier cortes,mujer,64,udi,union democrata independiente
2465,2017,diputados,8.0,del biobio,distrito no 19,cristobal martinez ramirez,hombre,33,ind,independiente
2466,2017,diputados,8.0,del biobio,distrito no 19,frank sauerbaum munoz,hombre,44,rn,renovacion nacional
2467,2017,diputados,8.0,del biobio,distrito no 19,jacqueline  guinez nunez,mujer,53,rn,renovacion nacional
2468,2017,diputados,8.0,del biobio,distrito no 19,horacio borquez conti,hombre,69,rn,renovacion nacional
2469,2017,diputados,8.0,del biobio,distrito no 20,hernan orlando pino seguel,hombre,62,pp,partido progresista
2470,2017,diputados,8.0,del biobio,distrito no 20,manuel david lopez cartes,hombre,49,pp,partido progresista
2471,2017,diputados,8.0,del biobio,distrito no 20,rodolfo  ruiz medel,hombre,54,pp,partido progresista
2472,2017,diputados,8.0,del biobio,distrito no 20,mario alejandro jara escobar,hombre,25,pp,partido progresista
2473,2017,diputados,8.0,del biobio,distrito no 20,roberto andres francesconi riquelme,hombre,41,ind,independiente
2478,2017,diputados,8.0,del biobio,distrito no 20,felix gonzalez gatica,hombre,45,pev,partido ecologista verde
2479,2017,diputados,8.0,del biobio,distrito no 20,raquel rebolledo flores,mujer,36,pev,partido ecologista verde
2480,2017,diputados,8.0,del biobio,distrito no 20,paula opazo nova,mujer,31,pev,partido ecologista verde
2481,2017,diputados,8.0,del biobio,distrito no 20,elizabeth mujica zepeda,mujer,45,pev,partido ecologista verde
2483,2017,diputados,8.0,del biobio,distrito no 20,loreto munoz gutierrez,mujer,58,ph,partido humanista
2484,2017,diputados,8.0,del biobio,distrito no 20,camilo  riffo quintana,hombre,31,ph,partido humanista
2485,2017,diputados,8.0,del biobio,distrito no 20,claudia  monje vidal,mujer,29,ind,independiente
2486,2017,diputados,8.0,del biobio,distrito no 20,mauricio gonzalo perez duran,hombre,54,igualdad,partido igualdad
2487,2017,diputados,8.0,del biobio,distrito no 20,alejandra  flores de la vega,mujer,28,amplitud,amplitud
2489,2017,diputados,8.0,del biobio,distrito no 20,miguel angel pezo morales,hombre,63,amplitud,amplitud
2491,2017,diputados,8.0,del biobio,distrito no 20,victoria ines farina concha,mujer,45,pcch,partido comunista de chile
2492,2017,diputados,8.0,del biobio,distrito no 20,fernando antinao jelves,hombre,77,pcch,partido comunista de chile
2493,2017,diputados,8.0,del biobio,distrito no 20,cristian campos jara,hombre,45,ppd,partido por la democracia
2494,2017,diputados,8.0,del biobio,distrito no 20,fabiola patricia lagos lizama,mujer,53,ppd,partido por la democracia
2495,2017,diputados,8.0,del biobio,distrito no 20,berta angelica belmar ruiz,mujer,69,ppd,partido por la democracia
2496,2017,diputados,8.0,del biobio,distrito no 20,lily  onate munoz,mujer,42,prs,partido radical socialdemocrata
2497,2017,diputados,8.0,del biobio,distrito no 20,gaston saavedra chandia,hombre,61,ps,partido socialista de chile
2498,2017,diputados,8.0,del biobio,distrito no 20,vania salazar salazar,mujer,58,ps,partido socialista de chile
2499,2017,diputados,8.0,del biobio,distrito no 20,jaime toha gonzalez,hombre,79,ps,partido socialista de chile
2500,2017,diputados,8.0,del biobio,distrito no 20,jose miguel ortiz novoa,hombre,75,pdc,partido democrata cristiano
2501,2017,diputados,8.0,del biobio,distrito no 20,marcelo omar chavez velasquez,hombre,42,pdc,partido democrata cristiano
2502,2017,diputados,8.0,del biobio,distrito no 20,karla andrea munoz ramirez,mujer,28,pdc,partido democrata cristiano
2503,2017,diputados,8.0,del biobio,distrito no 20,gabriel enrique albistur gomez,hombre,55,ind,independiente
2509,2017,diputados,8.0,del biobio,distrito no 20,francesca parodi oppliger,mujer,38,evopoli,evolucion politica
2510,2017,diputados,8.0,del biobio,distrito no 20,claudio eguiluz rodriguez,hombre,59,rn,renovacion nacional
2511,2017,diputados,8.0,del biobio,distrito no 20,francesca munoz gonzalez,mujer,37,rn,renovacion nacional
2512,2017,diputados,8.0,del biobio,distrito no 20,leonidas romero saez,hombre,62,rn,renovacion nacional
2513,2017,diputados,8.0,del biobio,distrito no 20,gabriel torres hermosilla,hombre,53,rn,renovacion nacional
2514,2017,diputados,8.0,del biobio,distrito no 20,enrique van rysselberghe herrera,hombre,41,udi,union democrata independiente
2515,2017,diputados,8.0,del biobio,distrito no 20,sergio bobadilla munoz,hombre,59,udi,union democrata independiente
2516,2017,diputados,8.0,del biobio,distrito no 20,claudia hurtado espinoza,mujer,45,udi,union democrata independiente
2517,2017,diputados,8.0,del biobio,distrito no 20,jorge ulloa aguillon,hombre,59,udi,union democrata independiente
2518,2017,diputados,8.0,del biobio,distrito no 20,elias  ramos munoz,hombre,33,ind,independiente
2520,2017,diputados,8.0,del biobio,distrito no 21,domingo  montecinos osses,hombre,61,ind,independiente
